"id_ventil_task","id_agent","id_agent_creation","date_creation","type_chaine_paie","id_type_pointage","id_ventil_date_from","id_ventil_date_to","date_ventilation","task_status","version"
"169","9005446","9003069","2014-08-26T15:23:24.759","SHC","NULL","1","4","2014-08-26T15:24:04.719","OK","0"
"167","9005412","9003069","2014-08-26T15:23:24.747","SHC","NULL","1","4","2014-08-26T15:24:03.338","OK","0"
"170","9004444","9005138","2014-08-26T15:51:57.256","SCV","NULL","2","3","2014-08-26T15:52:00.413","OK","0"
"171","9004559","9005138","2014-08-26T15:51:57.271","SCV","NULL","2","3","2014-08-26T15:52:00.679","OK","0"
"172","9004430","9005138","2014-08-26T15:51:57.275","SCV","NULL","2","3","2014-08-26T15:52:01.300","OK","0"
"173","9002339","9005138","2014-08-26T15:51:57.284","SCV","NULL","2","3","2014-08-26T15:52:01.673","OK","0"
"174","9003401","9005138","2014-08-26T15:51:57.287","SCV","NULL","2","3","2014-08-26T15:52:01.906","OK","0"
"175","9003578","9005138","2014-08-26T15:51:57.292","SCV","NULL","2","3","2014-08-26T15:52:02.381","OK","0"
"176","9002229","9005138","2014-08-26T15:51:57.295","SCV","NULL","2","3","2014-08-26T15:52:02.952","OK","0"
"177","9004280","9005138","2014-08-26T15:51:57.297","SCV","NULL","2","3","2014-08-26T15:52:03.427","OK","0"
"178","9004634","9005138","2014-08-26T15:51:57.303","SCV","NULL","2","3","2014-08-26T15:52:03.738","OK","0"
"179","9003304","9005138","2014-08-26T15:51:57.309","SCV","NULL","2","3","2014-08-26T15:52:04.067","OK","0"
"180","9004173","9005138","2014-08-26T15:51:57.311","SCV","NULL","2","3","2014-08-26T15:52:04.829","OK","0"
"181","9003408","9005138","2014-08-26T15:51:57.315","SCV","NULL","2","3","2014-08-26T15:52:05.162","OK","0"
"182","9004472","9005138","2014-08-26T15:51:57.320","SCV","NULL","2","3","2014-08-26T15:52:05.363","OK","0"
"183","9003414","9005138","2014-08-26T15:53:07.659","SHC","NULL","1","4","2014-08-26T15:54:00.435","OK","0"
"184","9003742","9005138","2014-08-26T15:53:07.662","SHC","NULL","1","4","2014-08-26T15:54:00.629","OK","0"
"185","9004955","9005138","2014-08-26T15:53:07.669","SHC","NULL","1","4","2014-08-26T15:54:00.881","OK","0"
"186","9002995","9005138","2014-08-26T15:53:07.674","SHC","NULL","1","4","2014-08-26T15:54:01.096","OK","0"
"187","9003876","9005138","2014-08-26T15:53:07.682","SHC","NULL","1","4","2014-08-26T15:54:01.456","OK","0"
"188","9005317","9005138","2014-08-26T15:53:07.685","SHC","NULL","1","4","2014-08-26T15:54:01.758","OK","0"
"189","9005088","9005138","2014-08-26T15:53:07.694","SHC","NULL","1","4","2014-08-26T15:54:01.952","OK","0"
"190","9004662","9005138","2014-08-26T15:53:07.698","SHC","NULL","1","4","2014-08-26T15:54:02.163","OK","0"
"191","9003151","9005138","2014-08-26T15:53:07.705","SHC","NULL","1","4","2014-08-26T15:54:02.374","OK","0"
"192","9002333","9005138","2014-08-26T15:53:07.709","SHC","NULL","1","4","2014-08-26T15:54:02.565","OK","0"
"193","9002940","9005138","2014-08-26T15:53:07.712","SHC","NULL","1","4","2014-08-26T15:54:03.175","OK","0"
"194","9005488","9005138","2014-08-26T15:53:07.719","SHC","NULL","1","4","2014-08-26T15:54:03.391","OK","0"
"195","9003484","9005138","2014-08-26T15:53:07.723","SHC","NULL","1","4","2014-08-26T15:54:03.697","OK","0"
"196","9004147","9005138","2014-08-26T15:53:07.730","SHC","NULL","1","4","2014-08-26T15:54:03.882","OK","0"
"197","9004209","9005138","2014-08-26T15:53:07.732","SHC","NULL","1","4","2014-08-26T15:54:04.072","OK","0"
