"id_droits_agent","id_agent","code_service","libelle_service","date_modification","version"
"4357","9003703","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4358","9003133","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4359","9003133","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4360","9004104","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4361","9004752","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4362","9003159","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4363","9003159","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4364","9002525","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4365","9002440","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4366","9004471","DEDB","SVS Section Personnel des Ecoles","2015-03-13T14:09:03.506","0"
"4367","9005430","DEEA","DASP Service Juridique et du Contentieux","2015-03-13T14:09:03.506","0"
"4368","9005030","DEEA","DASP Service Juridique et du Contentieux","2015-03-13T14:09:03.506","0"
"4369","9005540","DEEA","DASP Service Juridique et du Contentieux","2015-03-13T14:09:03.506","0"
"4370","9003960","DEEA","DASP Service Juridique et du Contentieux","2015-03-13T14:09:03.506","0"
"4371","9005446","DEEA","DASP Service Juridique et du Contentieux","2015-03-13T14:09:03.506","0"
"4372","9004408","DEEA","DASP Service Juridique et du Contentieux","2015-03-13T14:09:03.506","0"
"4373","9005090","DEFA","DASP Service d'Accueil du Public et de l'Etat Civil","2015-03-13T14:09:03.506","0"
"4374","9005499","DEFA","DASP Service d'Accueil du Public et de l'Etat Civil","2015-03-13T14:09:03.506","0"
"4375","9005465","DEFJ","SAPEC Section état-civil PSP","2015-03-13T14:09:03.506","0"
"4376","9003876","DEFD","SAPEC Section Cimetière","2015-03-13T14:09:03.506","0"
"4377","9002995","DEFD","SAPEC Section Cimetière","2015-03-13T14:09:03.506","0"
"4378","9003514","DEFD","SAPEC Section Cimetière","2015-03-13T14:09:03.506","0"
"4379","9003593","DEFD","SAPEC Section Cimetière","2015-03-13T14:09:03.506","0"
"4380","9005429","DEFD","SAPEC Section Cimetière","2015-03-13T14:09:03.506","0"
"4381","9004276","DEFD","SAPEC Section Cimetière","2015-03-13T14:09:03.506","0"
"4382","9003359","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.506","0"
"4383","9003724","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4384","9004946","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4385","9003594","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4386","9005464","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4387","9005475","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4388","9004141","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4389","9002227","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4390","9005168","DEFE","SAPEC Section Morgue","2015-03-13T14:09:03.507","0"
"4391","9003318","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4392","9002615","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4393","9004989","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4394","9003217","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4395","9003479","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4396","9003297","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4397","9005123","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4398","9005148","DEFG","SAPEC Section Guichets-Archives","2015-03-13T14:09:03.507","0"
"4399","9003160","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4400","9005126","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4401","9005122","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4402","9004299","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4403","9004607","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4404","9005406","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4405","9005400","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4406","9005282","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4407","9005092","DEFH","SAPEC Section Titres d'Identité","2015-03-13T14:09:03.507","0"
"4408","9003216","DEFJ","SAPEC Section état-civil PSP","2015-03-13T14:09:03.507","0"
"4409","9003378","DEFJ","SAPEC Section état-civil PSP","2015-03-13T14:09:03.507","0"
"4410","9005394","DEFJ","SAPEC Section état-civil PSP","2015-03-13T14:09:03.507","0"
"5119","9005652","DEFG","SAPEC Section Guichets-Archives","2015-05-21T11:11:33.644","0"
"4413","9003139","DFAB","DJCS Pôle Administratif et Budgétaire","2015-03-13T14:09:03.507","0"
"4414","9005486","DFAB","DJCS Pôle Administratif et Budgétaire","2015-03-13T14:09:03.507","0"
"4418","9003529","DFCM","SVQ Pôle Parentalité et Vie Familiale","2015-03-13T14:09:03.507","0"
"4419","9003434","DFCM","SVQ Pôle Parentalité et Vie Familiale","2015-03-13T14:09:03.508","0"
"4420","9005280","DFCA","DJCS Service Vie des Quartiers","2015-03-13T14:09:03.508","0"
"4421","9005607","DFCB","SVQ Section Administrative et Comptable","2015-03-13T14:09:03.508","0"
"4422","9005545","DFCB","SVQ Section Administrative et Comptable","2015-03-13T14:09:03.508","0"
"4423","9005007","DFCB","SVQ Section Administrative et Comptable","2015-03-13T14:09:03.508","0"
"4424","9003224","DFCB","SVQ Section Administrative et Comptable","2015-03-13T14:09:03.508","0"
"4425","9002987","DFCB","SVQ Section Administrative et Comptable","2015-03-13T14:09:03.508","0"
"4426","9004729","DFCB","SVQ Section Administrative et Comptable","2015-03-13T14:09:03.508","0"
"4427","9004446","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4428","9004456","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4429","9004022","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4430","9005236","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4431","9005284","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4432","9005053","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4433","9005283","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4434","9005542","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4435","9005031","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4436","9005289","DFCC","SVQ Pôle Prévention et Médiation Sociale","2015-03-13T14:09:03.508","0"
"4437","9005243","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4438","9005427","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4439","9004132","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4440","9005514","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4441","9004278","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4442","9005247","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4443","9004211","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4444","9004721","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4445","9004770","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4446","9005232","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4447","9005375","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4448","9005509","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4449","9005120","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4450","9004582","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4451","9004869","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4452","9004023","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.508","0"
"4453","9004506","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.509","0"
"4454","9005150","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.509","0"
"4455","9005543","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.509","0"
"4456","9004390","DFCJ","SVQ Pôle Vie de la Cité - MMQ","2015-03-13T14:09:03.509","0"
